Orthogroup	BU_ATCC8492	BU_ATCC8492_copy	BU_ATCC8492_copy_copy
OG0001124	BU_ATCC8492_01023	BU_ATCC8492_01023	BU_ATCC8492_01023
OG0001125	BU_ATCC8492_01025	BU_ATCC8492_01025	BU_ATCC8492_01025
OG0001126	BU_ATCC8492_01026	BU_ATCC8492_01026	BU_ATCC8492_01026
OG0001127	BU_ATCC8492_01029	BU_ATCC8492_01029	BU_ATCC8492_01029
OG0001128	BU_ATCC8492_01030	BU_ATCC8492_01030	BU_ATCC8492_01030
OG0001129	BU_ATCC8492_01031	BU_ATCC8492_01031	BU_ATCC8492_01031
OG0001130	BU_ATCC8492_01033	BU_ATCC8492_01033	BU_ATCC8492_01033
OG0001131	BU_ATCC8492_01034	BU_ATCC8492_01034	BU_ATCC8492_01034
OG0001132	BU_ATCC8492_01036	BU_ATCC8492_01036	BU_ATCC8492_01036
OG0001133	BU_ATCC8492_01037	BU_ATCC8492_01037	BU_ATCC8492_01037
OG0001134	BU_ATCC8492_01038	BU_ATCC8492_01038	BU_ATCC8492_01038
OG0001135	BU_ATCC8492_01039	BU_ATCC8492_01039	BU_ATCC8492_01039
OG0001136	BU_ATCC8492_01040	BU_ATCC8492_01040	BU_ATCC8492_01040
OG0001137	BU_ATCC8492_01041	BU_ATCC8492_01041	BU_ATCC8492_01041
OG0001138	BU_ATCC8492_01042	BU_ATCC8492_01042	BU_ATCC8492_01042
OG0001139	BU_ATCC8492_01043	BU_ATCC8492_01043	BU_ATCC8492_01043
OG0001140	BU_ATCC8492_01044	BU_ATCC8492_01044	BU_ATCC8492_01044
OG0001141	BU_ATCC8492_01045	BU_ATCC8492_01045	BU_ATCC8492_01045
OG0001142	BU_ATCC8492_01046	BU_ATCC8492_01046	BU_ATCC8492_01046
OG0001143	BU_ATCC8492_01047	BU_ATCC8492_01047	BU_ATCC8492_01047
OG0001144	BU_ATCC8492_01048	BU_ATCC8492_01048	BU_ATCC8492_01048
OG0001145	BU_ATCC8492_01049	BU_ATCC8492_01049	BU_ATCC8492_01049
OG0001146	BU_ATCC8492_01050	BU_ATCC8492_01050	BU_ATCC8492_01050
OG0001147	BU_ATCC8492_01051	BU_ATCC8492_01051	BU_ATCC8492_01051
OG0001148	BU_ATCC8492_01052	BU_ATCC8492_01052	BU_ATCC8492_01052
OG0001149	BU_ATCC8492_01053	BU_ATCC8492_01053	BU_ATCC8492_01053
OG0001150	BU_ATCC8492_01056	BU_ATCC8492_01056	BU_ATCC8492_01056
OG0001151	BU_ATCC8492_01057	BU_ATCC8492_01057	BU_ATCC8492_01057
OG0001152	BU_ATCC8492_01058	BU_ATCC8492_01058	BU_ATCC8492_01058
OG0001153	BU_ATCC8492_01059	BU_ATCC8492_01059	BU_ATCC8492_01059
OG0001154	BU_ATCC8492_01060	BU_ATCC8492_01060	BU_ATCC8492_01060
OG0001155	BU_ATCC8492_01061	BU_ATCC8492_01061	BU_ATCC8492_01061
OG0001156	BU_ATCC8492_01062	BU_ATCC8492_01062	BU_ATCC8492_01062
OG0001157	BU_ATCC8492_01063	BU_ATCC8492_01063	BU_ATCC8492_01063
OG0001158	BU_ATCC8492_01064	BU_ATCC8492_01064	BU_ATCC8492_01064
OG0001159	BU_ATCC8492_01065	BU_ATCC8492_01065	BU_ATCC8492_01065
OG0001160	BU_ATCC8492_01066	BU_ATCC8492_01066	BU_ATCC8492_01066
OG0001161	BU_ATCC8492_01067	BU_ATCC8492_01067	BU_ATCC8492_01067
OG0001162	BU_ATCC8492_01068	BU_ATCC8492_01068	BU_ATCC8492_01068
OG0001163	BU_ATCC8492_01069	BU_ATCC8492_01069	BU_ATCC8492_01069
OG0001164	BU_ATCC8492_01070	BU_ATCC8492_01070	BU_ATCC8492_01070
OG0001165	BU_ATCC8492_01071	BU_ATCC8492_01071	BU_ATCC8492_01071
OG0001166	BU_ATCC8492_01072	BU_ATCC8492_01072	BU_ATCC8492_01072
OG0001167	BU_ATCC8492_01073	BU_ATCC8492_01073	BU_ATCC8492_01073
OG0001168	BU_ATCC8492_01075	BU_ATCC8492_01075	BU_ATCC8492_01075
OG0001169	BU_ATCC8492_01077	BU_ATCC8492_01077	BU_ATCC8492_01077
OG0001170	BU_ATCC8492_01078	BU_ATCC8492_01078	BU_ATCC8492_01078
OG0001171	BU_ATCC8492_01079	BU_ATCC8492_01079	BU_ATCC8492_01079
OG0001172	BU_ATCC8492_01080	BU_ATCC8492_01080	BU_ATCC8492_01080
OG0001173	BU_ATCC8492_01081	BU_ATCC8492_01081	BU_ATCC8492_01081
OG0001174	BU_ATCC8492_01082	BU_ATCC8492_01082	BU_ATCC8492_01082
OG0001175	BU_ATCC8492_01083	BU_ATCC8492_01083	BU_ATCC8492_01083
OG0001176	BU_ATCC8492_01084	BU_ATCC8492_01084	BU_ATCC8492_01084
OG0001177	BU_ATCC8492_01085	BU_ATCC8492_01085	BU_ATCC8492_01085
OG0001178	BU_ATCC8492_01086	BU_ATCC8492_01086	BU_ATCC8492_01086
OG0001179	BU_ATCC8492_01087	BU_ATCC8492_01087	BU_ATCC8492_01087
OG0001180	BU_ATCC8492_01088	BU_ATCC8492_01088	BU_ATCC8492_01088
OG0001181	BU_ATCC8492_01089	BU_ATCC8492_01089	BU_ATCC8492_01089
OG0001182	BU_ATCC8492_01090	BU_ATCC8492_01090	BU_ATCC8492_01090
OG0001183	BU_ATCC8492_01091	BU_ATCC8492_01091	BU_ATCC8492_01091
OG0001184	BU_ATCC8492_01092	BU_ATCC8492_01092	BU_ATCC8492_01092
OG0001185	BU_ATCC8492_01093	BU_ATCC8492_01093	BU_ATCC8492_01093
OG0001186	BU_ATCC8492_01094	BU_ATCC8492_01094	BU_ATCC8492_01094
OG0001187	BU_ATCC8492_01095	BU_ATCC8492_01095	BU_ATCC8492_01095
OG0001188	BU_ATCC8492_01096	BU_ATCC8492_01096	BU_ATCC8492_01096
OG0001189	BU_ATCC8492_01097	BU_ATCC8492_01097	BU_ATCC8492_01097
OG0001190	BU_ATCC8492_01099	BU_ATCC8492_01099	BU_ATCC8492_01099
OG0001191	BU_ATCC8492_01100	BU_ATCC8492_01100	BU_ATCC8492_01100
OG0001192	BU_ATCC8492_01101	BU_ATCC8492_01101	BU_ATCC8492_01101
OG0001193	BU_ATCC8492_01102	BU_ATCC8492_01102	BU_ATCC8492_01102
OG0001194	BU_ATCC8492_01103	BU_ATCC8492_01103	BU_ATCC8492_01103
OG0001195	BU_ATCC8492_01104	BU_ATCC8492_01104	BU_ATCC8492_01104
OG0001196	BU_ATCC8492_01105	BU_ATCC8492_01105	BU_ATCC8492_01105
OG0001197	BU_ATCC8492_01106	BU_ATCC8492_01106	BU_ATCC8492_01106
OG0001198	BU_ATCC8492_01107	BU_ATCC8492_01107	BU_ATCC8492_01107
OG0001199	BU_ATCC8492_01108	BU_ATCC8492_01108	BU_ATCC8492_01108
OG0001200	BU_ATCC8492_01109	BU_ATCC8492_01109	BU_ATCC8492_01109
OG0001201	BU_ATCC8492_01110	BU_ATCC8492_01110	BU_ATCC8492_01110
OG0001202	BU_ATCC8492_01111	BU_ATCC8492_01111	BU_ATCC8492_01111
OG0001203	BU_ATCC8492_01112	BU_ATCC8492_01112	BU_ATCC8492_01112
OG0001204	BU_ATCC8492_01113	BU_ATCC8492_01113	BU_ATCC8492_01113
OG0001205	BU_ATCC8492_01114	BU_ATCC8492_01114	BU_ATCC8492_01114
OG0001206	BU_ATCC8492_01115	BU_ATCC8492_01115	BU_ATCC8492_01115
OG0001207	BU_ATCC8492_01116	BU_ATCC8492_01116	BU_ATCC8492_01116
OG0001208	BU_ATCC8492_01117	BU_ATCC8492_01117	BU_ATCC8492_01117
OG0001209	BU_ATCC8492_01118	BU_ATCC8492_01118	BU_ATCC8492_01118
OG0001210	BU_ATCC8492_01119	BU_ATCC8492_01119	BU_ATCC8492_01119
OG0001211	BU_ATCC8492_01120	BU_ATCC8492_01120	BU_ATCC8492_01120
OG0001212	BU_ATCC8492_01121	BU_ATCC8492_01121	BU_ATCC8492_01121
OG0001213	BU_ATCC8492_01122	BU_ATCC8492_01122	BU_ATCC8492_01122
OG0001214	BU_ATCC8492_01124	BU_ATCC8492_01124	BU_ATCC8492_01124
OG0001215	BU_ATCC8492_01125	BU_ATCC8492_01125	BU_ATCC8492_01125
OG0001216	BU_ATCC8492_01126	BU_ATCC8492_01126	BU_ATCC8492_01126
OG0001217	BU_ATCC8492_01127	BU_ATCC8492_01127	BU_ATCC8492_01127
OG0001218	BU_ATCC8492_01128	BU_ATCC8492_01128	BU_ATCC8492_01128
OG0001219	BU_ATCC8492_01129	BU_ATCC8492_01129	BU_ATCC8492_01129
OG0001220	BU_ATCC8492_01130	BU_ATCC8492_01130	BU_ATCC8492_01130
OG0001221	BU_ATCC8492_01131	BU_ATCC8492_01131	BU_ATCC8492_01131
OG0001222	BU_ATCC8492_01132	BU_ATCC8492_01132	BU_ATCC8492_01132
OG0001223	BU_ATCC8492_01133	BU_ATCC8492_01133	BU_ATCC8492_01133
OG0001224	BU_ATCC8492_01134	BU_ATCC8492_01134	BU_ATCC8492_01134
OG0001225	BU_ATCC8492_01135	BU_ATCC8492_01135	BU_ATCC8492_01135
OG0001226	BU_ATCC8492_01136	BU_ATCC8492_01136	BU_ATCC8492_01136
OG0001227	BU_ATCC8492_01137	BU_ATCC8492_01137	BU_ATCC8492_01137
OG0001228	BU_ATCC8492_01138	BU_ATCC8492_01138	BU_ATCC8492_01138
OG0001229	BU_ATCC8492_01139	BU_ATCC8492_01139	BU_ATCC8492_01139
OG0001230	BU_ATCC8492_01140	BU_ATCC8492_01140	BU_ATCC8492_01140
OG0001231	BU_ATCC8492_01141	BU_ATCC8492_01141	BU_ATCC8492_01141
OG0001232	BU_ATCC8492_01142	BU_ATCC8492_01142	BU_ATCC8492_01142
OG0001233	BU_ATCC8492_01143	BU_ATCC8492_01143	BU_ATCC8492_01143
OG0001234	BU_ATCC8492_01144	BU_ATCC8492_01144	BU_ATCC8492_01144
OG0001235	BU_ATCC8492_01145	BU_ATCC8492_01145	BU_ATCC8492_01145
OG0001236	BU_ATCC8492_01146	BU_ATCC8492_01146	BU_ATCC8492_01146
OG0001237	BU_ATCC8492_01147	BU_ATCC8492_01147	BU_ATCC8492_01147
OG0001238	BU_ATCC8492_01148	BU_ATCC8492_01148	BU_ATCC8492_01148
OG0001239	BU_ATCC8492_01149	BU_ATCC8492_01149	BU_ATCC8492_01149
OG0001240	BU_ATCC8492_01150	BU_ATCC8492_01150	BU_ATCC8492_01150
OG0001241	BU_ATCC8492_01151	BU_ATCC8492_01151	BU_ATCC8492_01151
OG0001242	BU_ATCC8492_01152	BU_ATCC8492_01152	BU_ATCC8492_01152
OG0001243	BU_ATCC8492_01153	BU_ATCC8492_01153	BU_ATCC8492_01153
OG0001244	BU_ATCC8492_01154	BU_ATCC8492_01154	BU_ATCC8492_01154
OG0001245	BU_ATCC8492_01155	BU_ATCC8492_01155	BU_ATCC8492_01155
OG0001246	BU_ATCC8492_01156	BU_ATCC8492_01156	BU_ATCC8492_01156
OG0001247	BU_ATCC8492_01157	BU_ATCC8492_01157	BU_ATCC8492_01157
OG0001248	BU_ATCC8492_01158	BU_ATCC8492_01158	BU_ATCC8492_01158
OG0001249	BU_ATCC8492_01159	BU_ATCC8492_01159	BU_ATCC8492_01159
OG0001250	BU_ATCC8492_01160	BU_ATCC8492_01160	BU_ATCC8492_01160
OG0001251	BU_ATCC8492_01161	BU_ATCC8492_01161	BU_ATCC8492_01161
OG0001252	BU_ATCC8492_01162	BU_ATCC8492_01162	BU_ATCC8492_01162
OG0001253	BU_ATCC8492_01163	BU_ATCC8492_01163	BU_ATCC8492_01163
OG0001254	BU_ATCC8492_01164	BU_ATCC8492_01164	BU_ATCC8492_01164
OG0001255	BU_ATCC8492_01165	BU_ATCC8492_01165	BU_ATCC8492_01165
OG0001256	BU_ATCC8492_01166	BU_ATCC8492_01166	BU_ATCC8492_01166
OG0001257	BU_ATCC8492_01167	BU_ATCC8492_01167	BU_ATCC8492_01167
OG0001258	BU_ATCC8492_01168	BU_ATCC8492_01168	BU_ATCC8492_01168
OG0001259	BU_ATCC8492_01169	BU_ATCC8492_01169	BU_ATCC8492_01169
OG0001260	BU_ATCC8492_01170	BU_ATCC8492_01170	BU_ATCC8492_01170
OG0001261	BU_ATCC8492_01171	BU_ATCC8492_01171	BU_ATCC8492_01171
OG0001262	BU_ATCC8492_01172	BU_ATCC8492_01172	BU_ATCC8492_01172
OG0001263	BU_ATCC8492_01173	BU_ATCC8492_01173	BU_ATCC8492_01173
OG0001264	BU_ATCC8492_01174	BU_ATCC8492_01174	BU_ATCC8492_01174
OG0001265	BU_ATCC8492_01180	BU_ATCC8492_01180	BU_ATCC8492_01180
OG0001266	BU_ATCC8492_01181	BU_ATCC8492_01181	BU_ATCC8492_01181
OG0001267	BU_ATCC8492_01182	BU_ATCC8492_01182	BU_ATCC8492_01182
OG0001268	BU_ATCC8492_01183	BU_ATCC8492_01183	BU_ATCC8492_01183
OG0001269	BU_ATCC8492_01184	BU_ATCC8492_01184	BU_ATCC8492_01184
OG0001270	BU_ATCC8492_01185	BU_ATCC8492_01185	BU_ATCC8492_01185
OG0001271	BU_ATCC8492_01186	BU_ATCC8492_01186	BU_ATCC8492_01186
OG0001272	BU_ATCC8492_01187	BU_ATCC8492_01187	BU_ATCC8492_01187
OG0001273	BU_ATCC8492_01188	BU_ATCC8492_01188	BU_ATCC8492_01188
OG0001274	BU_ATCC8492_01189	BU_ATCC8492_01189	BU_ATCC8492_01189
OG0001275	BU_ATCC8492_01190	BU_ATCC8492_01190	BU_ATCC8492_01190
OG0001276	BU_ATCC8492_01191	BU_ATCC8492_01191	BU_ATCC8492_01191
OG0001277	BU_ATCC8492_01192	BU_ATCC8492_01192	BU_ATCC8492_01192
OG0001278	BU_ATCC8492_01193	BU_ATCC8492_01193	BU_ATCC8492_01193
OG0001279	BU_ATCC8492_01195	BU_ATCC8492_01195	BU_ATCC8492_01195
OG0001280	BU_ATCC8492_01196	BU_ATCC8492_01196	BU_ATCC8492_01196
OG0001281	BU_ATCC8492_01197	BU_ATCC8492_01197	BU_ATCC8492_01197
OG0001282	BU_ATCC8492_01201	BU_ATCC8492_01201	BU_ATCC8492_01201
OG0001283	BU_ATCC8492_01202	BU_ATCC8492_01202	BU_ATCC8492_01202
OG0001284	BU_ATCC8492_01203	BU_ATCC8492_01203	BU_ATCC8492_01203
OG0001285	BU_ATCC8492_01204	BU_ATCC8492_01204	BU_ATCC8492_01204
OG0001286	BU_ATCC8492_01205	BU_ATCC8492_01205	BU_ATCC8492_01205
OG0001287	BU_ATCC8492_01206	BU_ATCC8492_01206	BU_ATCC8492_01206
OG0001288	BU_ATCC8492_01207	BU_ATCC8492_01207	BU_ATCC8492_01207
OG0001289	BU_ATCC8492_01208	BU_ATCC8492_01208	BU_ATCC8492_01208
OG0001290	BU_ATCC8492_01209	BU_ATCC8492_01209	BU_ATCC8492_01209
OG0001291	BU_ATCC8492_01210	BU_ATCC8492_01210	BU_ATCC8492_01210
OG0001292	BU_ATCC8492_01211	BU_ATCC8492_01211	BU_ATCC8492_01211
OG0001293	BU_ATCC8492_01212	BU_ATCC8492_01212	BU_ATCC8492_01212
OG0001294	BU_ATCC8492_01213	BU_ATCC8492_01213	BU_ATCC8492_01213
OG0001295	BU_ATCC8492_01214	BU_ATCC8492_01214	BU_ATCC8492_01214
OG0001296	BU_ATCC8492_01215	BU_ATCC8492_01215	BU_ATCC8492_01215
OG0001297	BU_ATCC8492_01216	BU_ATCC8492_01216	BU_ATCC8492_01216
OG0001298	BU_ATCC8492_01217	BU_ATCC8492_01217	BU_ATCC8492_01217
OG0001299	BU_ATCC8492_01218	BU_ATCC8492_01218	BU_ATCC8492_01218
OG0001300	BU_ATCC8492_01219	BU_ATCC8492_01219	BU_ATCC8492_01219
OG0001301	BU_ATCC8492_01220	BU_ATCC8492_01220	BU_ATCC8492_01220
OG0001302	BU_ATCC8492_01221	BU_ATCC8492_01221	BU_ATCC8492_01221
OG0001303	BU_ATCC8492_01223	BU_ATCC8492_01223	BU_ATCC8492_01223
OG0001304	BU_ATCC8492_01224	BU_ATCC8492_01224	BU_ATCC8492_01224
OG0001305	BU_ATCC8492_01225	BU_ATCC8492_01225	BU_ATCC8492_01225
OG0001306	BU_ATCC8492_01226	BU_ATCC8492_01226	BU_ATCC8492_01226
OG0001307	BU_ATCC8492_01227	BU_ATCC8492_01227	BU_ATCC8492_01227
OG0001308	BU_ATCC8492_01228	BU_ATCC8492_01228	BU_ATCC8492_01228
OG0001309	BU_ATCC8492_01229	BU_ATCC8492_01229	BU_ATCC8492_01229
OG0001310	BU_ATCC8492_01230	BU_ATCC8492_01230	BU_ATCC8492_01230
OG0001311	BU_ATCC8492_01231	BU_ATCC8492_01231	BU_ATCC8492_01231
OG0001312	BU_ATCC8492_01232	BU_ATCC8492_01232	BU_ATCC8492_01232
OG0001313	BU_ATCC8492_01233	BU_ATCC8492_01233	BU_ATCC8492_01233
OG0001314	BU_ATCC8492_01234	BU_ATCC8492_01234	BU_ATCC8492_01234
OG0001315	BU_ATCC8492_01235	BU_ATCC8492_01235	BU_ATCC8492_01235
OG0001316	BU_ATCC8492_01236	BU_ATCC8492_01236	BU_ATCC8492_01236
OG0001317	BU_ATCC8492_01237	BU_ATCC8492_01237	BU_ATCC8492_01237
OG0001318	BU_ATCC8492_01238	BU_ATCC8492_01238	BU_ATCC8492_01238
OG0001319	BU_ATCC8492_01239	BU_ATCC8492_01239	BU_ATCC8492_01239
OG0001320	BU_ATCC8492_01240	BU_ATCC8492_01240	BU_ATCC8492_01240
OG0001321	BU_ATCC8492_01241	BU_ATCC8492_01241	BU_ATCC8492_01241
OG0001322	BU_ATCC8492_01242	BU_ATCC8492_01242	BU_ATCC8492_01242
OG0001323	BU_ATCC8492_01243	BU_ATCC8492_01243	BU_ATCC8492_01243
OG0001324	BU_ATCC8492_01244	BU_ATCC8492_01244	BU_ATCC8492_01244
OG0001325	BU_ATCC8492_01246	BU_ATCC8492_01246	BU_ATCC8492_01246
OG0001326	BU_ATCC8492_01247	BU_ATCC8492_01247	BU_ATCC8492_01247
OG0001327	BU_ATCC8492_01248	BU_ATCC8492_01248	BU_ATCC8492_01248
OG0001328	BU_ATCC8492_01249	BU_ATCC8492_01249	BU_ATCC8492_01249
OG0001329	BU_ATCC8492_01250	BU_ATCC8492_01250	BU_ATCC8492_01250
OG0001330	BU_ATCC8492_01251	BU_ATCC8492_01251	BU_ATCC8492_01251
OG0001331	BU_ATCC8492_01252	BU_ATCC8492_01252	BU_ATCC8492_01252
OG0001332	BU_ATCC8492_01253	BU_ATCC8492_01253	BU_ATCC8492_01253
OG0001333	BU_ATCC8492_01254	BU_ATCC8492_01254	BU_ATCC8492_01254
OG0001334	BU_ATCC8492_01255	BU_ATCC8492_01255	BU_ATCC8492_01255
OG0001335	BU_ATCC8492_01256	BU_ATCC8492_01256	BU_ATCC8492_01256
OG0001336	BU_ATCC8492_01257	BU_ATCC8492_01257	BU_ATCC8492_01257
OG0001337	BU_ATCC8492_01258	BU_ATCC8492_01258	BU_ATCC8492_01258
OG0001338	BU_ATCC8492_01259	BU_ATCC8492_01259	BU_ATCC8492_01259
OG0001339	BU_ATCC8492_01261	BU_ATCC8492_01261	BU_ATCC8492_01261
OG0001340	BU_ATCC8492_01262	BU_ATCC8492_01262	BU_ATCC8492_01262
OG0001341	BU_ATCC8492_01263	BU_ATCC8492_01263	BU_ATCC8492_01263
OG0001342	BU_ATCC8492_01264	BU_ATCC8492_01264	BU_ATCC8492_01264
OG0001343	BU_ATCC8492_01265	BU_ATCC8492_01265	BU_ATCC8492_01265
OG0001344	BU_ATCC8492_01268	BU_ATCC8492_01268	BU_ATCC8492_01268
OG0001345	BU_ATCC8492_01269	BU_ATCC8492_01269	BU_ATCC8492_01269
OG0001346	BU_ATCC8492_01271	BU_ATCC8492_01271	BU_ATCC8492_01271
OG0001347	BU_ATCC8492_01272	BU_ATCC8492_01272	BU_ATCC8492_01272
OG0001348	BU_ATCC8492_01273	BU_ATCC8492_01273	BU_ATCC8492_01273
OG0001349	BU_ATCC8492_01274	BU_ATCC8492_01274	BU_ATCC8492_01274
OG0001350	BU_ATCC8492_01277	BU_ATCC8492_01277	BU_ATCC8492_01277
OG0001351	BU_ATCC8492_01278	BU_ATCC8492_01278	BU_ATCC8492_01278
OG0001352	BU_ATCC8492_01279	BU_ATCC8492_01279	BU_ATCC8492_01279
OG0001353	BU_ATCC8492_01280	BU_ATCC8492_01280	BU_ATCC8492_01280
OG0001354	BU_ATCC8492_01281	BU_ATCC8492_01281	BU_ATCC8492_01281
OG0001355	BU_ATCC8492_01283	BU_ATCC8492_01283	BU_ATCC8492_01283
OG0001356	BU_ATCC8492_01284	BU_ATCC8492_01284	BU_ATCC8492_01284
OG0001357	BU_ATCC8492_01285	BU_ATCC8492_01285	BU_ATCC8492_01285
OG0001358	BU_ATCC8492_01286	BU_ATCC8492_01286	BU_ATCC8492_01286
OG0001359	BU_ATCC8492_01287	BU_ATCC8492_01287	BU_ATCC8492_01287
OG0001360	BU_ATCC8492_01288	BU_ATCC8492_01288	BU_ATCC8492_01288
OG0001361	BU_ATCC8492_01289	BU_ATCC8492_01289	BU_ATCC8492_01289
OG0001362	BU_ATCC8492_01290	BU_ATCC8492_01290	BU_ATCC8492_01290
OG0001363	BU_ATCC8492_01291	BU_ATCC8492_01291	BU_ATCC8492_01291
OG0001364	BU_ATCC8492_01292	BU_ATCC8492_01292	BU_ATCC8492_01292
OG0001365	BU_ATCC8492_01293	BU_ATCC8492_01293	BU_ATCC8492_01293
OG0001366	BU_ATCC8492_01294	BU_ATCC8492_01294	BU_ATCC8492_01294
OG0001367	BU_ATCC8492_01295	BU_ATCC8492_01295	BU_ATCC8492_01295
OG0001368	BU_ATCC8492_01296	BU_ATCC8492_01296	BU_ATCC8492_01296
OG0001369	BU_ATCC8492_01297	BU_ATCC8492_01297	BU_ATCC8492_01297
OG0001370	BU_ATCC8492_01298	BU_ATCC8492_01298	BU_ATCC8492_01298
OG0001371	BU_ATCC8492_01299	BU_ATCC8492_01299	BU_ATCC8492_01299
OG0001372	BU_ATCC8492_01300	BU_ATCC8492_01300	BU_ATCC8492_01300
OG0001373	BU_ATCC8492_01301	BU_ATCC8492_01301	BU_ATCC8492_01301
OG0001374	BU_ATCC8492_01302	BU_ATCC8492_01302	BU_ATCC8492_01302
OG0001375	BU_ATCC8492_01304	BU_ATCC8492_01304	BU_ATCC8492_01304
OG0001376	BU_ATCC8492_01307	BU_ATCC8492_01307	BU_ATCC8492_01307
OG0001377	BU_ATCC8492_01308	BU_ATCC8492_01308	BU_ATCC8492_01308
OG0001378	BU_ATCC8492_01309	BU_ATCC8492_01309	BU_ATCC8492_01309
OG0001379	BU_ATCC8492_01310	BU_ATCC8492_01310	BU_ATCC8492_01310
OG0001380	BU_ATCC8492_01311	BU_ATCC8492_01311	BU_ATCC8492_01311
OG0001381	BU_ATCC8492_01312	BU_ATCC8492_01312	BU_ATCC8492_01312
OG0001382	BU_ATCC8492_01314	BU_ATCC8492_01314	BU_ATCC8492_01314
OG0001383	BU_ATCC8492_01315	BU_ATCC8492_01315	BU_ATCC8492_01315
OG0001384	BU_ATCC8492_01316	BU_ATCC8492_01316	BU_ATCC8492_01316
OG0001385	BU_ATCC8492_01317	BU_ATCC8492_01317	BU_ATCC8492_01317
OG0001386	BU_ATCC8492_01318	BU_ATCC8492_01318	BU_ATCC8492_01318
OG0001387	BU_ATCC8492_01319	BU_ATCC8492_01319	BU_ATCC8492_01319
OG0001388	BU_ATCC8492_01320	BU_ATCC8492_01320	BU_ATCC8492_01320
OG0001389	BU_ATCC8492_01321	BU_ATCC8492_01321	BU_ATCC8492_01321
OG0001390	BU_ATCC8492_01322	BU_ATCC8492_01322	BU_ATCC8492_01322
OG0001391	BU_ATCC8492_01326	BU_ATCC8492_01326	BU_ATCC8492_01326
OG0001392	BU_ATCC8492_01328	BU_ATCC8492_01328	BU_ATCC8492_01328
OG0001393	BU_ATCC8492_01329	BU_ATCC8492_01329	BU_ATCC8492_01329
OG0001394	BU_ATCC8492_01330	BU_ATCC8492_01330	BU_ATCC8492_01330
OG0001395	BU_ATCC8492_01331	BU_ATCC8492_01331	BU_ATCC8492_01331
OG0001396	BU_ATCC8492_01332	BU_ATCC8492_01332	BU_ATCC8492_01332
OG0001397	BU_ATCC8492_01333	BU_ATCC8492_01333	BU_ATCC8492_01333
OG0001398	BU_ATCC8492_01334	BU_ATCC8492_01334	BU_ATCC8492_01334
OG0001399	BU_ATCC8492_01335	BU_ATCC8492_01335	BU_ATCC8492_01335
OG0001400	BU_ATCC8492_01336	BU_ATCC8492_01336	BU_ATCC8492_01336
OG0001401	BU_ATCC8492_01337	BU_ATCC8492_01337	BU_ATCC8492_01337
OG0001402	BU_ATCC8492_01338	BU_ATCC8492_01338	BU_ATCC8492_01338
OG0001403	BU_ATCC8492_01339	BU_ATCC8492_01339	BU_ATCC8492_01339
OG0001404	BU_ATCC8492_01340	BU_ATCC8492_01340	BU_ATCC8492_01340
OG0001405	BU_ATCC8492_01341	BU_ATCC8492_01341	BU_ATCC8492_01341
OG0001406	BU_ATCC8492_01342	BU_ATCC8492_01342	BU_ATCC8492_01342
OG0001407	BU_ATCC8492_01343	BU_ATCC8492_01343	BU_ATCC8492_01343
OG0001408	BU_ATCC8492_01344	BU_ATCC8492_01344	BU_ATCC8492_01344
OG0001409	BU_ATCC8492_01345	BU_ATCC8492_01345	BU_ATCC8492_01345
OG0001410	BU_ATCC8492_01346	BU_ATCC8492_01346	BU_ATCC8492_01346
OG0001411	BU_ATCC8492_01347	BU_ATCC8492_01347	BU_ATCC8492_01347
OG0001412	BU_ATCC8492_01348	BU_ATCC8492_01348	BU_ATCC8492_01348
OG0001413	BU_ATCC8492_01349	BU_ATCC8492_01349	BU_ATCC8492_01349
OG0001414	BU_ATCC8492_01350	BU_ATCC8492_01350	BU_ATCC8492_01350
OG0001415	BU_ATCC8492_01351	BU_ATCC8492_01351	BU_ATCC8492_01351
OG0001416	BU_ATCC8492_01352	BU_ATCC8492_01352	BU_ATCC8492_01352
OG0001417	BU_ATCC8492_01353	BU_ATCC8492_01353	BU_ATCC8492_01353
OG0001418	BU_ATCC8492_01354	BU_ATCC8492_01354	BU_ATCC8492_01354
OG0001419	BU_ATCC8492_01355	BU_ATCC8492_01355	BU_ATCC8492_01355
OG0001420	BU_ATCC8492_01356	BU_ATCC8492_01356	BU_ATCC8492_01356
OG0001421	BU_ATCC8492_01357	BU_ATCC8492_01357	BU_ATCC8492_01357
OG0001422	BU_ATCC8492_01358	BU_ATCC8492_01358	BU_ATCC8492_01358
OG0001423	BU_ATCC8492_01359	BU_ATCC8492_01359	BU_ATCC8492_01359
OG0001424	BU_ATCC8492_01360	BU_ATCC8492_01360	BU_ATCC8492_01360
OG0001425	BU_ATCC8492_01361	BU_ATCC8492_01361	BU_ATCC8492_01361
OG0001426	BU_ATCC8492_01362	BU_ATCC8492_01362	BU_ATCC8492_01362
OG0001427	BU_ATCC8492_01363	BU_ATCC8492_01363	BU_ATCC8492_01363
OG0001428	BU_ATCC8492_01364	BU_ATCC8492_01364	BU_ATCC8492_01364
OG0001429	BU_ATCC8492_01365	BU_ATCC8492_01365	BU_ATCC8492_01365
OG0001430	BU_ATCC8492_01366	BU_ATCC8492_01366	BU_ATCC8492_01366
OG0001431	BU_ATCC8492_01367	BU_ATCC8492_01367	BU_ATCC8492_01367
OG0001432	BU_ATCC8492_01368	BU_ATCC8492_01368	BU_ATCC8492_01368
OG0001433	BU_ATCC8492_01369	BU_ATCC8492_01369	BU_ATCC8492_01369
